Index,Formula,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
1,MAGeCl_3,-0.22,2.7,0.05,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
194,MABa_0.25Pb_0.75I_3,-0.26,1.84,0.14,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00,7.50E-01,0.00E+00,0.00E+00,1.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.25E+00,2.04E+03,7.01E+02,9.41E+00,1.90E+02,6.95E+01,6.62E+02,5.58E+00,1.68E+02,1.97E+00,7.55E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
245,RbCa_0.125Sr_0.25Ba_0.25Sn_0.25Pb_0.125I_3,2.12,2.74,0.04,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,2.50E-01,2.50E-01,0.00E+00,2.50E-01,1.25E-01,0.00E+00,0.00E+00,1.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.23E+00,2.12E+03,8.51E+02,4.97E+00,1.17E+02,-3.05E+01,6.03E+02,7.51E+00,1.83E+02,1.37E+00,4.88E+01,5.25E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
90,KPbCl_3,2.64,1.89,0.12,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
72,RbPbCl_3,-0.12,1.9,0.11,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
16,CsPbCl_3,1.26,1.95,0.11,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
420,MASnI_2.625Br_0.375,-0.08,1.36,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,8.77E-01,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.17E+00,4.42E+02,3.72E+02,4.70E+00,1.21E+02,2.99E+02,1.02E+03,7.45E+00,2.01E+01,2.70E+00,5.08E+01,4.88E+00
236,MACa_0.375Ge_0.5Pb_0.125Br_3,-0.18,3,0.03,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,5.00E-01,0.00E+00,1.25E-01,0.00E+00,1.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,9.59E-01,2.47E+03,1.10E+03,4.66E+00,7.72E+01,1.53E+01,6.92E+02,1.97E+01,2.47E+02,1.67E+00,3.38E+01,4.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
196,MABa_0.5Pb_0.5I_3,-0.15,2.54,0.07,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,1.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.30E+00,2.05E+03,8.01E+02,7.47E+00,1.72E+02,2.90E+01,6.09E+02,6.39E+00,1.59E+02,1.61E+00,6.90E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
376,MASnI_2.25Br_0.75,-0.05,1.44,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.14E+00,4.26E+02,3.57E+02,4.48E+00,1.15E+02,3.03E+02,1.04E+03,7.14E+00,1.94E+01,2.73E+00,4.85E+01,4.75E+00
4,MASnCl_3,-0.27,2.1,0.09,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
195,MABa_0.375Pb_0.625I_3,-0.2,2.28,0.1,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,6.25E-01,0.00E+00,0.00E+00,1.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.28E+00,2.04E+03,7.51E+02,8.44E+00,1.81E+02,4.93E+01,6.36E+02,5.99E+00,1.64E+02,1.79E+00,7.23E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
247,RbSr_0.5Ge_0.125Sn_0.25Pb_0.125I_3,2.04,2.83,0.05,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,1.25E-01,2.50E-01,1.25E-01,0.00E+00,0.00E+00,1.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.18E+00,2.19E+03,8.74E+02,5.18E+00,1.08E+02,-2.50E+01,6.37E+02,1.05E+01,2.05E+02,1.51E+00,4.58E+01,5.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
201,FABa_0.25Pb_0.75I_3,-1.22,2.23,0.13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00,7.50E-01,0.00E+00,0.00E+00,1.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.25E+00,2.04E+03,7.01E+02,9.41E+00,1.90E+02,6.95E+01,6.62E+02,5.58E+00,1.68E+02,1.97E+00,7.55E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
214,CsCa_0.25Ba_0.125Ge_0.25Pb_0.375Cl_3,1.46,3.15,0.02,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,1.25E-01,2.50E-01,0.00E+00,3.75E-01,1.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.09E+00,2.23E+03,9.31E+02,6.42E+00,1.23E+02,2.58E+01,6.69E+02,1.29E+01,2.06E+02,1.74E+00,5.08E+01,5.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
362,FAGeI_2.25Br_0.75,-1.01,2.52,0.06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,7.50E-01,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,2.14E+00,4.26E+02,3.57E+02,4.48E+00,1.15E+02,3.03E+02,1.04E+03,7.14E+00,1.94E+01,2.73E+00,4.85E+01,4.75E+00
437,MAPbI_1.5Br_1.5,-0.08,1.6,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,5.00E-01,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.08E+00,3.95E+02,3.26E+02,4.03E+00,1.03E+02,3.10E+02,1.07E+03,6.52E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
254,RbCa_0.25Sr_0.125Ge_0.125Sn_0.25Pb_0.25Cl_3,-0.04,2.98,0.04,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,1.25E-01,0.00E+00,1.25E-01,2.50E-01,2.50E-01,1.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.10E+00,2.26E+03,8.36E+02,6.04E+00,1.12E+02,1.28E+01,6.67E+02,1.01E+01,2.15E+02,1.69E+00,4.68E+01,4.88E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
395,FAGeI_1.875Br_1.125,-1.01,2.48,0.06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.77E-01,6.27E-01,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,2.11E+00,4.10E+02,3.41E+02,4.25E+00,1.09E+02,3.06E+02,1.06E+03,6.83E+00,1.86E+01,2.77E+00,4.63E+01,4.63E+00
2,MAGeBr_3,-0.34,2.25,0.11,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
289,RbBa_0.5Sn_0.5I_3,2.1,3.22,0.03,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.28E+00,2.48E+03,7.54E+02,5.45E+00,1.28E+02,3.45E+01,6.06E+02,7.61E+00,2.15E+02,1.43E+00,5.30E+01,5.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
393,MASnI_1.875Br_1.125,-0.04,1.45,0.14,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.77E-01,6.27E-01,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.11E+00,4.10E+02,3.41E+02,4.25E+00,1.09E+02,3.06E+02,1.06E+03,6.83E+00,1.86E+01,2.77E+00,4.63E+01,4.63E+00
268,MACa_0.125Ge_0.375Sn_0.5Cl_3,-0.2,2.81,0.04,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,3.75E-01,5.00E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.03E+00,2.82E+03,8.46E+02,5.84E+00,9.16E+01,8.60E+01,7.14E+02,1.66E+01,2.90E+02,1.86E+00,3.95E+01,4.50E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
381,RbPbI_0.75Br_2.25,1.44,1.21,0.15,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.50E-01,2.50E-01,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.02E+00,3.63E+02,2.96E+02,3.57E+00,9.17E+01,3.17E+02,1.11E+03,5.90E+00,1.63E+01,2.88E+00,3.95E+01,4.25E+00
308,FACa_0.125Sr_0.375Ba_0.125Sn_0.125Pb_0.25I_3,-0.88,2.87,0.04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.25E-01,3.75E-01,1.25E-01,0.00E+00,1.25E-01,2.50E-01,0.00E+00,0.00E+00,1.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.22E+00,1.97E+03,8.68E+02,5.35E+00,1.22E+02,-4.64E+01,6.10E+02,7.24E+00,1.69E+02,1.42E+00,5.05E+01,5.25E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
8,MAPbBr_3,-0.39,1.72,0.13,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
344,CsPbI_0.75Br_2.25,-0.5,1.24,0.15,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.50E-01,2.50E-01,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.02E+00,3.63E+02,2.96E+02,3.57E+00,9.17E+01,3.17E+02,1.11E+03,5.90E+00,1.63E+01,2.88E+00,3.95E+01,4.25E+00
284,MASr_0.5Ge_0.5I_3,0.12,3.19,0.02,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.06E+00,2.38E+03,1.13E+03,3.93E+00,8.01E+01,-2.40E+01,6.56E+02,2.00E+01,2.36E+02,1.48E+00,3.50E+01,4.50E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
23,FASnBr_3,-1.1,1.8,0.13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
227,KSr_0.125Ba_0.375Ge_0.125Sn_0.125Pb_0.25Br_3,0.36,3.32,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,3.75E-01,1.25E-01,1.25E-01,2.50E-01,0.00E+00,1.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.24E+00,2.24E+03,8.71E+02,6.08E+00,1.38E+02,1.71E+01,6.20E+02,1.01E+01,1.92E+02,1.53E+00,5.65E+01,5.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
40,MASrI_3,-0.04,4.57,0,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.26E+00,1.66E+03,1.04E+03,2.54E+00,8.76E+01,-1.68E+02,5.50E+02,8.20E+00,1.37E+02,9.50E-01,3.80E+01,5.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
392,RbSnI_1.5Br_1.5,2.01,0.65,0.15,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.08E+00,3.95E+02,3.26E+02,4.03E+00,1.03E+02,3.10E+02,1.07E+03,6.52E+00,1.78E+01,2.81E+00,4.40E+01,4.50E+00
286,MABa_0.125Pb_0.875Br_3,-0.34,2.11,0.12,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,8.75E-01,0.00E+00,1.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.22E+00,2.03E+03,6.51E+02,1.04E+01,1.98E+02,8.98E+01,6.89E+02,5.17E+00,1.73E+02,2.15E+00,7.88E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
267,MACa_0.25Ba_0.375Sn_0.25Pb_0.125Br_3,-0.12,3.23,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.50E-01,0.00E+00,3.75E-01,0.00E+00,2.50E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.22E+00,2.19E+03,8.55E+02,4.98E+00,1.17E+02,-1.45E+01,6.03E+02,7.53E+00,1.86E+02,1.36E+00,4.88E+01,5.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
226,KCa_0.125Sr_0.25Ba_0.125Ge_0.5Br_3,0.27,3.57,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,2.50E-01,1.25E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.05E+00,2.45E+03,1.13E+03,3.94E+00,8.04E+01,-8.00E+00,6.55E+02,2.00E+01,2.38E+02,1.48E+00,3.50E+01,4.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
